gene,top_go
10101@,cellular process
57019@,cellular process
654483@,cellular process
112936@,localization
254122@,localization
9559@,localization
4943@,biological regulation
826@,cellular process
23265@,interspecies interaction between organisms
7257@,biological regulation
7247@,biological regulation
9855@,biological regulation
1366@,biological regulation
9071@,cellular process
49861@,cellular process
9073@,cellular process
53842@,cellular process
23562@,cellular process
9074@,cellular process
137075@,cellular process
24146@,cellular process
9080@,cellular process
9075@,cellular process
9905@,localization
404636@,localization
55610@,localization
9367@,biological regulation
387680@,localization
29062@,biological regulation
79735@,localization
57589@,localization
25938@,localization
51699@,localization
29886@,localization
6642@,cellular process
7260@,biological regulation
84910@,localization
9827@,localization
26115@,localization
51209@,localization
54497@,localization
26000@,localization
27147@,localization
25963@,localization
7813@,localization
6643@,cellular process
56605@,metabolic process
5122@,metabolic process
9159@,metabolic process
5126@,metabolic process
9718@,metabolic process
7252@,metabolic process
140862@,biological regulation
5140@,biological regulation
8838@,biological regulation
641700@,cellular process
23166@,biological regulation
7113@,metabolic process
147746@,biological regulation
148581@,metabolic process
1911@,biological regulation
9960@,metabolic process
27005@,metabolic process
25862@,metabolic process
100170841@,cellular process
400566@,metabolic process
11101@,metabolic process
9912@,biological regulation
55114@,cellular process
57691@,metabolic process
54472@,biological regulation
9063@,cellular process
25950@,biological regulation
10363@,metabolic process
10054@,metabolic process
6612@,metabolic process
9189@,metabolic process
7329@,biological regulation
205564@,metabolic process
84075@,metabolic process
8535@,metabolic process
6613@,biological regulation
26168@,metabolic process
57337@,metabolic process
137902@,metabolic process
1580@,metabolic process
2880@,metabolic process
3052@,metabolic process
55245@,biological regulation
90624@,cellular process
135112@,metabolic process
10263@,biological regulation
63977@,biological regulation
192683@,biological regulation
55503@,biological regulation
11069@,localization
255057@,biological regulation
10536@,metabolic process
25797@,metabolic process
54814@,metabolic process
2677@,metabolic process
84171@,cellular process
4016@,developmental process
254173@,metabolic process
164714@,metabolic process
440307@,metabolic process
164395@,metabolic process
158135@,metabolic process
23093@,metabolic process
9654@,metabolic process
79739@,metabolic process
25941@,metabolic process
51702@,metabolic process
29943@,metabolic process
23333@,metabolic process
147991@,metabolic process
286148@,metabolic process
55561@,metabolic process
388228@,metabolic process
9578@,metabolic process
8476@,metabolic process
1195@,metabolic process
8798@,metabolic process
83642@,metabolic process
55214@,metabolic process
100137047@,metabolic process
283208@,metabolic process
5033@,metabolic process
64175@,cellular process
10491@,cellular process
8974@,metabolic process
112398@,biological regulation
4014@,cellular process
1475@,cellular process
7047@,metabolic process
116179@,metabolic process
6698@,cellular process
9333@,cellular process
343641@,metabolic process
2312@,metabolic process
6704@,cellular process
3858@,cellular process
2125@,cellular process
6699@,cellular process
129293@,metabolic process
388630@,metabolic process
340351@,metabolic process
123624@,metabolic process
60509@,metabolic process
79841@,metabolic process
254042@,metabolic process
64146@,metabolic process
5875@,metabolic process
1122@,metabolic process
5229@,metabolic process
375743@,metabolic process
5876@,metabolic process
84681@,biological regulation
79852@,metabolic process
131578@,biological adhesion
23087@,biological regulation
81559@,biological regulation
11074@,interspecies interaction between organisms
91392@,interspecies interaction between organisms
7726@,biological regulation
5093@,interspecies interaction between organisms
8519@,interspecies interaction between organisms
24138@,interspecies interaction between organisms
388419@,interspecies interaction between organisms
7342@,interspecies interaction between organisms
10581@,interspecies interaction between organisms
10663@,response to stimulus
6780@,biological regulation
10410@,interspecies interaction between organisms
4774@,developmental process
4940@,interspecies interaction between organisms
63901@,interspecies interaction between organisms
6590@,interspecies interaction between organisms
3609@,interspecies interaction between organisms
8638@,interspecies interaction between organisms
4938@,interspecies interaction between organisms
51193@,interspecies interaction between organisms
25833@,interspecies interaction between organisms
9830@,biological regulation
132949@,metabolic process
441027@,response to stimulus
10879@,multicellular organismal process
8508@,multicellular organismal process
54463@,multicellular organismal process
26952@,multicellular organismal process
85446@,multicellular organismal process
3231@,multicellular organismal process
317705@,response to stimulus
317703@,response to stimulus
160897@,response to stimulus
317702@,response to stimulus
57191@,response to stimulus
441931@,response to stimulus
94235@,behavior
284339@,response to stimulus
317701@,response to stimulus
55277@,cellular process
64780@,cellular process
6821@,metabolic process
100131187@,metabolic process
128822@,immune system process
57119@,immune system process
2919@,immune system process
1755@,response to stimulus
2920@,immune system process
10407@,immune system process
140683@,immune system process
6039@,response to stimulus
116842@,immune system process
6374@,immune system process
5968@,immune system process
80341@,immune system process
653423@,immune system process
140850@,immune system process
5197@,immune system process
2921@,immune system process
6036@,response to stimulus
23007@,cellular process
9651@,metabolic process
3633@,metabolic process
3628@,metabolic process
5332@,cellular process
3632@,metabolic process
117283@,metabolic process
253430@,metabolic process
80271@,metabolic process
80306@,developmental process
79692@,biological regulation
140467@,developmental process
6760@,developmental process
51123@,developmental process
55211@,developmental process
27022@,developmental process
56478@,developmental process
84891@,developmental process
3001@,biological regulation
23531@,cellular process
60526@,localization
440335@,cellular process
83873@,biological regulation
118442@,biological regulation
64784@,biological regulation
57147@,developmental process
219409@,developmental process
6666@,developmental process
161357@,developmental process
64211@,developmental process
57125@,developmental process
84314@,multicellular organismal process
390992@,developmental process
85442@,developmental process
8624@,cellular process
5013@,developmental process
30062@,developmental process
137814@,cellular process
8820@,developmental process
25987@,developmental process
63974@,developmental process
2018@,developmental process
85458@,biological regulation
22903@,developmental process
166614@,developmental process
23035@,developmental process
89839@,developmental process
81853@,developmental process
317762@,developmental process
55970@,developmental process
84233@,developmental process
3211@,developmental process
23026@,biological regulation
388610@,developmental process
112840@,developmental process
84570@,multicellular organismal process
64770@,developmental process
80264@,developmental process
59345@,developmental process
9118@,cellular process
79109@,biological regulation
1943@,cellular process
54587@,developmental process
54149@,biological regulation
6297@,developmental process
389119@,developmental process
222894@,developmental process
118987@,biological regulation
22832@,cellular process
51134@,cellular process
80776@,cellular process
132320@,cellular process
51259@,cellular process
84902@,cellular process
406933@,biological regulation
5420@,biological regulation
5268@,reproductive process
4312@,metabolic process
9313@,developmental process
64147@,cellular process
4319@,metabolic process
9622@,developmental process
256764@,developmental process
7177@,cellular process
7092@,cellular process
84290@,cellular process
9507@,cellular process
4320@,cellular process
1534@,metabolic process
144363@,metabolic process
56964@,metabolic process
341947@,metabolic process
2877@,detoxification
114112@,detoxification
83442@,cellular process
84419@,metabolic process
170712@,metabolic process
56901@,metabolic process
55219@,cellular process
9247@,biological regulation
154881@,cellular process
23150@,cellular process
9265@,cellular process
117583@,cellular process
9267@,cellular process
286@,cellular process
84448@,cellular process
221178@,cellular process
3983@,cellular process
9459@,cellular process
50649@,cellular process
5909@,biological regulation
22899@,biological regulation
7016@,biological regulation
10174@,biological regulation
55616@,biological regulation
84952@,biological regulation
22843@,biological regulation
22921@,cellular process
55761@,cellular process
375307@,cellular process
51734@,cellular process
81624@,cellular process
51019@,cellular process
57553@,cellular process
4604@,cellular process
7170@,cellular process
4622@,cellular process
283446@,localization
4542@,localization
7171@,cellular process
4606@,cellular process
1674@,cellular process
7169@,biological regulation
55930@,localization
253827@,metabolic process
3813@,cellular process
50615@,response to stimulus
388698@,biological regulation
3868@,biological regulation
6337@,biological regulation
388697@,biological regulation
51266@,cellular process
51206@,cellular process
10627@,cellular process
3937@,cellular process
340205@,cellular process
130612@,biological regulation
139285@,cellular process
1456@,biological regulation
147699@,biological regulation
8796@,biological regulation
81847@,metabolic process
9736@,biological regulation
10023@,cellular process
55789@,biological regulation
54994@,biological regulation
59352@,biological regulation
79705@,biological regulation
53944@,biological regulation
79413@,biological regulation
55182@,metabolic process
54764@,metabolic process
8629@,biological regulation
343637@,developmental process
84327@,biological regulation
7163@,cellular process
939@,biological regulation
29760@,cellular process
1316@,cellular process
973@,immune system process
974@,immune system process
150372@,biological regulation
54856@,cellular process
7103@,biological regulation
5055@,biological regulation
1805@,cellular process
26254@,cellular process
50509@,cellular process
79709@,biological regulation
7148@,cellular process
140766@,cellular process
165@,cellular process
9509@,developmental process
2313@,developmental process
7066@,biological regulation
57095@,biological regulation
222166@,biological regulation
23218@,cellular process
139716@,cellular process
1053@,metabolic process
6453@,cellular process
28@,metabolic process
360203@,metabolic process
26762@,interspecies interaction between organisms
4684@,biological regulation
6404@,immune system process
11059@,interspecies interaction between organisms
290@,interspecies interaction between organisms
10572@,interspecies interaction between organisms
27074@,biological regulation
2838@,immune system process
2993@,interspecies interaction between organisms
4360@,response to stimulus
4340@,interspecies interaction between organisms
5619@,cellular process
140836@,cellular process
58531@,reproductive process
4077@,biological regulation
117581@,biological regulation
221044@,biological regulation
79412@,biological regulation
64096@,biological regulation
50964@,biological regulation
100033819@,biological regulation
9923@,developmental process
5251@,developmental process
7286@,developmental process
387733@,biological regulation
4745@,biological regulation
3381@,developmental process
55787@,developmental process
51374@,biological regulation
3578@,response to stimulus
8437@,biological regulation
440093@,biological regulation
55602@,biological regulation
57699@,biological regulation
9211@,localization
151835@,biological regulation
401135@,biological regulation
114804@,cellular process
50618@,cellular process
22850@,response to stimulus
9362@,biological regulation
84717@,biological regulation
9538@,biological regulation
11007@,biological regulation
85004@,biological regulation
131566@,biological regulation
3621@,biological regulation
8711@,biological regulation
27296@,biological regulation
84260@,biological regulation
54879@,biological regulation
56981@,biological regulation
734@,biological regulation
9792@,biological regulation
29946@,biological regulation
58189@,biological regulation
135644@,metabolic process
57446@,biological regulation
29948@,biological regulation
28962@,cellular process
1945@,cellular process
126014@,cellular process
51314@,reproductive process
202500@,reproductive process
84229@,reproductive process
84074@,biological regulation
83938@,pigmentation
80070@,biological regulation
79803@,cellular process
8975@,biological regulation
89822@,biological regulation
10089@,biological regulation
83795@,biological regulation
56660@,biological regulation
3775@,biological regulation
60598@,biological regulation
56659@,biological regulation
51696@,developmental process
64759@,developmental process
441376@,developmental process
64327@,developmental process
1750@,developmental process
3238@,developmental process
6468@,developmental process
3899@,developmental process
257@,developmental process
100131390@,developmental process
341640@,developmental process
55702@,biological regulation
79089@,response to stimulus
9097@,biological regulation
7190@,response to stimulus
27248@,biological regulation
9354@,response to stimulus
80020@,response to stimulus
550@,localization
54431@,biological regulation
23392@,cellular process
83590@,response to stimulus
80343@,response to stimulus
7327@,biological regulation
10885@,metabolic process
153443@,metabolic process
83732@,biological regulation
11056@,metabolic process
402117@,biological regulation
170261@,response to stimulus
390598@,biological regulation
6425@,biological regulation
348093@,biological regulation
4756@,biological regulation
11167@,biological regulation
285704@,response to stimulus
3096@,response to stimulus
644815@,response to stimulus
7554@,response to stimulus
91851@,biological regulation
644353@,response to stimulus
79039@,cellular process
9604@,cellular process
6294@,biological regulation
149563@,cellular process
6502@,biological regulation
9325@,localization
29966@,cellular process
55325@,cellular process
23426@,cellular process
57658@,cellular process
4250@,cellular process
55885@,cellular process
79876@,multicellular organismal process
4246@,cellular process
55128@,cellular process
158800@,cellular process
167465@,cellular process
57578@,behavior
51665@,developmental process
56547@,biological regulation
1306@,metabolic process
5184@,metabolic process
64066@,metabolic process
9902@,metabolic process
8510@,metabolic process
64386@,developmental process
1441@,developmental process
51192@,immune system process
100130520@,immune system process
10763@,developmental process
84162@,localization
8689@,biological regulation
9817@,localization
5920@,biological regulation
574474@,biological regulation
574033@,biological regulation
2036@,cellular process
2037@,localization
85369@,cellular process
3664@,cellular process
83741@,developmental process
2020@,developmental process
337867@,biological regulation
10232@,developmental process
5078@,developmental process
23264@,metabolic process
51490@,cellular process
4613@,biological regulation
79753@,metabolic process
29066@,metabolic process
7104@,developmental process
158376@,biological regulation
221150@,biological regulation
348235@,biological regulation
79649@,cellular process
220134@,biological regulation
84056@,cellular process
152206@,cellular process
83473@,cellular process
11104@,cellular process
64897@,developmental process
119504@,metabolic process
10393@,metabolic process
8453@,biological regulation
283807@,metabolic process
26235@,metabolic process
55336@,metabolic process
222235@,metabolic process
196394@,metabolic process
26268@,biological regulation
162517@,metabolic process
554251@,metabolic process
26231@,metabolic process
80028@,metabolic process
26233@,metabolic process
9616@,metabolic process
54850@,metabolic process
254170@,metabolic process
8065@,cellular process
144699@,metabolic process
146330@,metabolic process
54757@,developmental process
258@,developmental process
54959@,developmental process
56955@,developmental process
131149@,cellular process
401138@,developmental process
152816@,developmental process
266@,developmental process
286077@,cellular process
752014@,developmental process
921@,immune system process
151888@,immune system process
11148@,biological regulation
9402@,cellular process
126259@,biological regulation
107181291@,response to stimulus
51185@,biological regulation
23329@,biological regulation
51256@,biological regulation
107080638@,biological regulation
115704@,biological regulation
57489@,biological regulation
339745@,biological regulation
64359@,biological regulation
51035@,biological regulation
92369@,biological regulation
55208@,metabolic process
91947@,biological regulation
84259@,metabolic process
166979@,biological regulation
55215@,metabolic process
83593@,biological regulation
23142@,metabolic process
23640@,biological regulation
54165@,metabolic process
51438@,biological regulation
9842@,biological regulation
83543@,cellular process
54849@,biological regulation
26037@,cellular process
54857@,biological regulation
8572@,cellular process
26499@,cellular process
80731@,cellular process
10278@,cellular process
64098@,cellular process
221981@,cellular process
157@,localization
8492@,metabolic process
50624@,metabolic process
84866@,biological regulation
8293@,biological regulation
6477@,biological regulation
79763@,biological regulation
728492@,biological regulation
10169@,biological regulation
729438@,biological regulation
652968@,biological regulation
8805@,biological regulation
352954@,biological regulation
23387@,biological regulation
197131@,response to stimulus
121268@,cellular process
93627@,biological regulation
57707@,biological regulation
126282@,biological regulation
9675@,biological regulation
369@,biological regulation
94056@,cellular process
9961@,localization
152110@,biological regulation
92597@,cellular process
2675@,biological regulation
1446@,response to stimulus
10081@,response to stimulus
21@,response to stimulus
23550@,biological regulation
84249@,biological regulation
27128@,biological regulation
23096@,cellular process
440073@,biological regulation
26269@,biological regulation
23362@,biological regulation
5662@,biological regulation
9266@,biological regulation
7318@,metabolic process
7325@,biological regulation
640@,biological regulation
2864@,biological regulation
25924@,biological regulation
955@,response to stimulus
4982@,biological regulation
2012@,cellular process
2014@,cellular process
170622@,biological regulation
56849@,biological regulation
149951@,biological regulation
284434@,biological regulation
165904@,biological regulation
80011@,biological regulation
166@,biological regulation
4931@,biological regulation
4140@,biological regulation
2520@,response to stimulus
4925@,biological regulation
29937@,biological regulation
284254@,response to stimulus
84859@,cellular process
54596@,cellular process
83546@,localization
375346@,biological regulation
1409@,biological regulation
100507027@,localization
84181@,cellular process
80205@,cellular process
10146@,biological regulation
165545@,cellular process
54821@,cellular process
23132@,cellular process
3508@,cellular process
79083@,cellular process
6236@,biological regulation
161253@,biological regulation
401152@,biological regulation
55917@,biological regulation
283518@,biological regulation
28954@,biological regulation
2669@,biological regulation
440699@,biological regulation
2259@,biological regulation
10110@,biological regulation
219527@,biological regulation
389816@,biological regulation
126755@,biological regulation
79036@,cellular process
54785@,cellular process
55070@,biological regulation
79016@,biological regulation
25897@,biological regulation
51377@,biological regulation
28951@,biological regulation
90637@,response to stimulus
9781@,biological regulation
154214@,biological regulation
127544@,biological regulation
54467@,biological regulation
25820@,biological regulation
255488@,biological regulation
51667@,biological regulation
8078@,biological regulation
101927423@,biological regulation
2272@,biological regulation
10981@,localization
79958@,localization
23527@,response to stimulus
10311@,localization
54918@,localization
57706@,localization
10123@,localization
79734@,cellular process
2907@,biological regulation
125488@,developmental process
121227@,developmental process
3663@,response to stimulus
55593@,metabolic process
147945@,metabolic process
9208@,metabolic process
81844@,response to stimulus
51428@,biological regulation
5966@,biological regulation
282808@,cellular process
10966@,cellular process
401258@,cellular process
5878@,localization
285282@,cellular process
53917@,cellular process
116442@,cellular process
9909@,biological regulation
11159@,cellular process
57799@,cellular process
401409@,cellular process
9609@,cellular process
9363@,cellular process
84932@,biological regulation
9364@,localization
27352@,biological regulation
142684@,cellular process
326624@,cellular process
9649@,biological regulation
55103@,biological regulation
90933@,response to stimulus
205860@,response to stimulus
57795@,response to stimulus
339479@,response to stimulus
11211@,cellular process
124641@,response to stimulus
54834@,response to stimulus
7584@,response to stimulus
9895@,localization
342035@,cellular process
84273@,biological regulation
115416@,biological regulation
51335@,biological regulation
84769@,biological regulation
55005@,biological regulation
56850@,localization
160622@,localization
55227@,localization
255231@,metabolic process
2532@,response to stimulus
64343@,cellular process
3595@,cellular process
10148@,biological regulation
11119@,cellular process
57824@,biological regulation
653808@,response to stimulus
80381@,biological regulation
406995@,metabolic process
79792@,biological regulation
574441@,biological regulation
100126320@,biological regulation
113277@,metabolic process
116337@,biological regulation
9308@,biological regulation
23139@,metabolic process
4050@,metabolic process
55540@,biological regulation
338321@,cellular process
160365@,biological regulation
64109@,cellular process
91966@,metabolic process
965@,cellular process
943@,response to stimulus
83786@,metabolic process
115677@,biological regulation
51070@,biological regulation
494327@,biological regulation
1266@,biological regulation
54899@,biological regulation
10126@,biological regulation
64215@,biological regulation
10598@,biological regulation
23234@,biological regulation
130872@,biological regulation
57121@,biological regulation
54894@,metabolic process
3321@,developmental process
1286@,cellular process
401265@,biological regulation
142679@,biological regulation
222643@,biological regulation
7188@,biological regulation
23008@,biological regulation
768211@,metabolic process
7164@,biological regulation
574457@,metabolic process
8325@,cellular process
344558@,biological regulation
10743@,biological regulation
3547@,biological regulation
7535@,immune system process
8744@,biological regulation
1209@,biological regulation
915@,immune system process
644096@,cellular process
79171@,biological regulation
3167@,developmental process
10262@,biological regulation
92906@,biological regulation
282996@,biological regulation
29896@,biological regulation
494115@,biological regulation
246744@,biological regulation
5935@,biological regulation
10044@,biological regulation
10045@,biological regulation
4515@,biological regulation
9623@,biological regulation
10523@,cellular process
118461@,cellular process
23261@,cellular process
4775@,metabolic process
8771@,cellular process
944@,response to stimulus
8718@,cellular process
128178@,biological regulation
3604@,cellular process
84817@,detoxification
130132@,response to stimulus
54847@,localization
8633@,developmental process
90249@,cellular process
167127@,response to stimulus
54968@,cellular process
154791@,biological regulation
64756@,cellular process
9476@,metabolic process
9404@,cellular process
4741@,cellular process
9340@,response to stimulus
391365@,metabolic process
25830@,metabolic process
84836@,metabolic process
10380@,metabolic process
390790@,localization
221079@,localization
55690@,interspecies interaction between organisms
26225@,localization
53832@,biological regulation
133619@,biological regulation
54103@,metabolic process
23185@,biological regulation
116496@,biological regulation
60558@,biological regulation
113251@,biological regulation
10156@,biological regulation
10188@,biological regulation
51291@,biological regulation
5147@,biological regulation
144100@,cellular process
11228@,cellular process
253559@,cellular process
10379@,response to stimulus
3430@,cellular process
3660@,response to stimulus
54739@,cellular process
3437@,response to stimulus
7297@,response to stimulus
4018@,cellular process
57552@,biological regulation
63924@,cellular process
345275@,cellular process
7980@,response to stimulus
56672@,cellular process
55698@,developmental process
22798@,cellular process
1955@,cellular process
9857@,cellular process
283726@,cellular process
123811@,cellular process
399693@,cellular process
90060@,cellular process
80323@,cellular process
161829@,metabolic process
375748@,metabolic process
10280@,response to stimulus
116988@,response to stimulus
51526@,response to stimulus
90332@,localization
11336@,localization
91828@,localization
7127@,localization
283849@,localization
56985@,metabolic process
953@,metabolic process
57089@,metabolic process
91404@,biological regulation
57538@,cellular process
25776@,cellular process
376132@,cellular process
6443@,cellular process
7700@,developmental process
344191@,developmental process
23288@,developmental process
54584@,behavior
127262@,biological regulation
2307@,multicellular organismal process
55777@,biological regulation
6668@,multicellular organismal process
442910@,biological regulation
407020@,biological regulation
100126355@,biological regulation
407023@,biological regulation
100126296@,biological regulation
406924@,cellular process
100126314@,biological regulation
724029@,biological regulation
406892@,biological regulation
100126356@,biological regulation
406899@,biological regulation
78986@,metabolic process
157313@,biological regulation
55841@,biological regulation
126374@,biological regulation
79817@,biological regulation
80014@,biological regulation
55233@,cellular process
5778@,metabolic process
54935@,metabolic process
138639@,metabolic process
8446@,metabolic process
374462@,metabolic process
7179@,metabolic process
7803@,metabolic process
26095@,metabolic process
5775@,metabolic process
5794@,metabolic process
84867@,metabolic process
338599@,metabolic process
285193@,metabolic process
8073@,metabolic process
51207@,metabolic process
27143@,metabolic process
52@,metabolic process
11099@,metabolic process
5787@,metabolic process
84498@,cellular process
58538@,localization
340307@,localization
220112@,localization
100128553@,localization
441294@,localization
643854@,localization
4253@,localization
64693@,localization
100142659@,localization
56918@,localization
54546@,localization
51619@,metabolic process
139562@,metabolic process
9044@,biological regulation
2857@,cellular process
29909@,biological regulation
9934@,cellular process
173@,localization
147111@,metabolic process
8581@,response to stimulus
9987@,response to stimulus
6627@,response to stimulus
1265@,response to stimulus
4001@,response to stimulus
3561@,biological regulation
3560@,biological regulation
3601@,biological regulation
29850@,multicellular organismal process
6339@,multicellular organismal process
123041@,developmental process
57419@,localization
51802@,localization
10246@,localization
10050@,localization
259232@,localization
57449@,biological regulation
5157@,cellular process
219972@,response to stimulus
10910@,interspecies interaction between organisms
388939@,localization
2674@,cellular process
79800@,response to stimulus
23252@,metabolic process
78990@,metabolic process
161725@,metabolic process
5496@,metabolic process
23001@,metabolic process
3563@,cellular process
170384@,metabolic process
100616438@,biological regulation
79887@,metabolic process
129642@,metabolic process
63874@,biological regulation
54979@,metabolic process
80233@,metabolic process
2188@,metabolic process
64789@,metabolic process
2178@,metabolic process
91442@,metabolic process
10218@,developmental process
389058@,developmental process
81569@,localization
345651@,localization
284697@,localization
273@,localization
10314@,biological regulation
57465@,cellular process
9506@,biological regulation
91304@,biological regulation
51136@,biological regulation
29761@,biological regulation
79627@,cellular process
11054@,cellular process
6478@,biological regulation
10381@,developmental process
23678@,biological regulation
2872@,response to stimulus
51741@,biological regulation
51530@,biological regulation
100533105@,biological regulation
9516@,biological regulation
219790@,biological regulation
55075@,biological regulation
1288@,cellular process
6503@,metabolic process
2444@,metabolic process
6725@,metabolic process
2205@,cellular process
2206@,cellular process
3581@,response to stimulus
9542@,cellular process
4145@,cellular process
145957@,cellular process
8895@,cellular process
3590@,cellular process
4142@,cellular process
55816@,cellular process
56649@,biological regulation
131601@,cellular process
10644@,localization
57336@,metabolic process
10643@,localization
255877@,immune system process
22918@,cellular process
145270@,biological regulation
80833@,metabolic process
80830@,metabolic process
80831@,metabolic process
80832@,metabolic process
54971@,biological regulation
8263@,localization
2165@,biological regulation
474384@,localization
474383@,localization
23450@,biological regulation
87769@,metabolic process
9343@,response to stimulus
26609@,cellular process
51388@,cellular process
51491@,cellular process
6838@,cellular process
10969@,cellular process
55003@,cellular process
85289@,multicellular organismal process
100996750@,multicellular organismal process
196264@,multicellular organismal process
100132386@,multicellular organismal process
728224@,multicellular organismal process
3889@,multicellular organismal process
3884@,multicellular organismal process
85290@,multicellular organismal process
10194@,developmental process
2299@,developmental process
4782@,developmental process
84957@,developmental process
80320@,developmental process
7570@,developmental process
51066@,developmental process
9580@,cellular process
22913@,biological regulation
29099@,biological regulation
27346@,biological regulation
622@,metabolic process
2329@,metabolic process
64064@,metabolic process
85457@,biological regulation
55269@,biological regulation
139135@,biological regulation
4750@,response to stimulus
146802@,localization
84747@,localization
9911@,metabolic process
4601@,localization
497661@,biological regulation
56674@,biological regulation
51026@,biological regulation
51523@,biological regulation
84851@,biological regulation
54862@,biological regulation
286343@,biological regulation
541468@,biological regulation
84336@,biological regulation
7088@,cellular process
286827@,biological regulation
84270@,biological regulation
4671@,biological regulation
25816@,biological regulation
79886@,biological regulation
390595@,metabolic process
51271@,metabolic process
29953@,metabolic process
10004@,metabolic process
206338@,metabolic process
440434@,metabolic process
222545@,response to stimulus
51633@,cellular process
389362@,cellular process
51371@,cellular process
133482@,localization
28231@,localization
81796@,localization
353189@,localization
80333@,biological regulation
3755@,cellular process
3787@,cellular process
30818@,biological regulation
1804@,biological regulation
30820@,biological regulation
3788@,cellular process
57628@,biological regulation
51651@,biological regulation
81567@,localization
1665@,response to stimulus
840@,cellular process
839@,cellular process
51129@,biological regulation
387357@,immune system process
146198@,biological regulation
58499@,biological regulation
10424@,cellular process
11329@,biological regulation
284996@,biological regulation
338761@,cellular process
285315@,biological regulation
55450@,biological regulation
5037@,biological regulation
170959@,biological regulation
100126307@,biological regulation
51270@,biological regulation
1395@,biological regulation
55847@,biological regulation
91647@,cellular process
203547@,biological regulation
11234@,pigmentation
84343@,pigmentation
51350@,developmental process
51759@,biological regulation
10656@,biological regulation
79026@,biological regulation
1198@,biological regulation
57396@,biological regulation
202559@,biological regulation
10922@,biological regulation
57703@,biological regulation
5942@,biological regulation
8227@,biological regulation
27254@,biological regulation
54855@,biological regulation
8125@,biological regulation
10492@,biological regulation
1797@,biological regulation
23589@,biological regulation
10236@,biological regulation
90806@,biological regulation
8761@,developmental process
340152@,biological regulation
10949@,biological regulation
84069@,biological regulation
373863@,biological regulation
27324@,biological regulation
9040@,biological regulation
30837@,metabolic process
3489@,biological regulation
8483@,biological regulation
64344@,biological regulation
9774@,biological regulation
27043@,response to stimulus
10011@,cellular process
10865@,response to stimulus
163732@,response to stimulus
91752@,cellular process
201627@,biological regulation
64743@,biological regulation
84280@,cellular process
442907@,biological regulation
51124@,cellular process
8539@,biological regulation
9263@,biological regulation
9262@,biological regulation
23386@,localization
23300@,biological regulation
54558@,cellular process
80127@,cellular process
574413@,biological regulation
23468@,biological regulation
1018@,cellular process
80012@,biological regulation
100288687@,biological regulation
10138@,biological regulation
83746@,biological regulation
23480@,localization
121391@,cellular process
286887@,cellular process
3857@,cellular process
645027@,cellular process
2670@,cellular process
3850@,cellular process
5493@,cellular process
81493@,cellular process
5630@,cellular process
7062@,cellular process
140739@,metabolic process
50512@,immune system process
64207@,reproductive process
22822@,metabolic process
389813@,cellular process
51503@,metabolic process
51729@,metabolic process
392517@,metabolic process
11193@,metabolic process
25766@,metabolic process
4799@,biological regulation
126272@,biological regulation
116173@,biological regulation
389072@,cellular process
23154@,biological regulation
57544@,cellular process
23341@,cellular process
51061@,cellular process
9352@,cellular process
51060@,biological regulation
84203@,detoxification
81542@,cellular process
56255@,cellular process
9601@,cellular process
51075@,cellular process
10190@,cellular process
169714@,cellular process
10287@,response to stimulus
201501@,biological regulation
11197@,biological regulation
4037@,biological regulation
85329@,biological regulation
84935@,biological regulation
10974@,response to stimulus
168455@,biological regulation
115825@,biological regulation
862@,biological regulation
22852@,biological regulation
149685@,cellular process
28971@,biological regulation
64093@,biological regulation
9260@,biological regulation
55363@,biological regulation
23051@,biological regulation
100750247@,biological regulation
1043@,metabolic process
55529@,metabolic process
6457@,biological regulation
55423@,biological regulation
10326@,biological regulation
121536@,biological regulation
58487@,biological regulation
10906@,biological regulation
80816@,biological regulation
134957@,biological regulation
574480@,biological regulation
574462@,biological regulation
574467@,biological regulation
574465@,biological regulation
23276@,biological regulation
5356@,biological regulation
574493@,biological regulation
6990@,biological regulation
442917@,biological regulation
57110@,metabolic process
117245@,metabolic process
22979@,metabolic process
23167@,metabolic process
285172@,metabolic process
129303@,metabolic process
728233@,metabolic process
145567@,metabolic process
375133@,metabolic process
266971@,metabolic process
117154@,reproductive process
8216@,biological regulation
221002@,biological regulation
100271927@,biological regulation
5922@,biological regulation
440730@,biological regulation
8859@,biological regulation
221938@,biological regulation
22821@,biological regulation
137868@,developmental process
84572@,metabolic process
64748@,metabolic process
79948@,metabolic process
9890@,metabolic process
84513@,metabolic process
163404@,metabolic process
54886@,metabolic process
84299@,cellular process
286676@,biological regulation
340348@,cellular process
79611@,metabolic process
64599@,cellular process
51232@,cellular process
9047@,cellular process
6461@,cellular process
64283@,cellular process
285220@,cellular process
2051@,cellular process
284656@,cellular process
767@,cellular process
55803@,cellular process
6277@,cellular process
4355@,biological regulation
9145@,biological regulation
392862@,biological regulation
794@,biological regulation
10590@,biological regulation
30008@,cellular process
79875@,cellular process
51602@,localization
23149@,localization
9685@,cellular process
1212@,localization
23277@,cellular process
23532@,cellular process
9745@,cellular process
29058@,cellular process
9144@,cellular process
57124@,cellular process
56033@,developmental process
79827@,developmental process
1296@,developmental process
51460@,biological regulation
407027@,biological regulation
25925@,cellular process
65059@,cellular process
118812@,response to stimulus
3203@,developmental process
3221@,developmental process
3201@,developmental process
3233@,developmental process
3222@,developmental process
3223@,developmental process
54799@,developmental process
56243@,developmental process
2318@,developmental process
115703@,biological regulation
9762@,biological regulation
26020@,developmental process
